Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,62521,3,4,427,2281,421,0,142.3333333333,241.3510582809,2267,2,570.25,1131.1682382976,43313.4466819149,111.9623806401,10420.1666666667,14453.3370737234,29105,4,32601,16300.5,17954.1482811076,28996,3605,33621,11207.0,18709.6342294552,32806,4,0,0,0,0,72,84,47.9838774172,63.9785032229,0,2267,338.5,792.8235256708,628569.142857143,0,0,0,1,0,0,0,0,1,386.8571428571,142.3333333333,570.25,72,0,0,0,0,0,0,3,427,4,2281,8192,30016,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5328473,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.2520523234,0.7506841078,1776157.66666667,2896831.27053429,5118945,69,5328473,2664236.5,3471482.05237252,5118945,209528,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5630130809,0.187671027,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,14600,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
32775,93,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,86021.50538,21505.37634,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10752.68817,10752.68817,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,5642860,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.708860401,1880953.333,3257129.065,5641962,132,5642860,2821430.0,3988834.608,5641962,898,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5316453,0.1772151,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,692576,4,4,207,1606,195,0,51.75,95.5418756358,1594,0,401.5,795.0050314306,2617.7632490875,11.5510788708,98939.4285714286,240448.380792952,643698,20,48878,16292.6666666667,14158.3987912946,25793,20,669633,223211.0,364322.937687157,643726,2631,0,0,0,0,92,92,5.7755394354,5.7755394354,0,1594,201.4444444444,526.0449389337,276723.277777778,0,0,0,1,0,0,0,0,1,226.625,51.75,401.5,92,0,0,0,0,0,0,4,207,4,1606,8192,946,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
667,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,1139239,5,4,604,188,517,0,120.8,223.6195429742,176,0,47.0,86.0464990572,695.2009192101,7.9000104456,142404.875,357661.039845765,1025896,107,1139239,284809.75,536599.46993723,1089522,241,89475,29825.0,31776.3977033269,63784,811,0,0,0,0,112,92,4.388894692,3.5111157536,0,517,79.2,163.7435664555,26811.9555555555,0,0,0,1,0,0,0,0,0,88.0,120.8,47.0,112,0,0,0,0,0,0,5,604,4,188,8192,946,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,363787,6,4,1496,799,1448,0,249.3333333333,587.5381406059,799,0,199.75,399.5,6308.6366472689,27.4886128421,40420.7777777778,82116.4397118168,255814,55,363787,72757.4,103567.400384001,255814,447,75901,25300.3333333333,12326.6573463098,32833,11075,0,0,0,0,204,136,16.4931677053,10.9954451369,0,1448,208.6363636364,475.2460989271,225858.854545455,0,0,0,1,0,0,0,0,0,229.5,249.3333333333,199.75,204,0,0,0,0,0,0,6,1496,4,799,65535,58,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5247264,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.76230203,1749088.0,3028822.534,5246471,155,5247264,2623632.0,3709254.486,5246471,793,0,0.0,0.0,0,0,0,0,0,0,104,40,0.571726523,0.190575508,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
443,210,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,176190.476190476,9523.8095238095,210.0,0.0,210,210,210,210.0,0.0,210,210,0,0.0,0.0,0,0,1,0,0,0,40,0,9523.8095238095,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,49640,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3614917,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,6.639156584,1.106526097,1204972.333,2086215.996,3613927,4,3614917,1204972.333,2086215.996,3613927,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.106526097,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,2395962,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,5.0084266779,0.8347377796,2395962.0,0.0,2395962,2395962,2395962,2395962.0,0.0,2395962,2395962,0,0.0,0.0,0,0,0,0,0,0,40,0,0.8347377796,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
61003,208,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9615.3846153846,208.0,0.0,208,208,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4807.6923076923,4807.6923076923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,383,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,33465,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,89.6458987001,16732.5,23626.5588797861,33439,26,0,0.0,0.0,0,0,33439,33439.0,0.0,33439,33439,0,0,0,0,32,64,29.8819662334,59.7639324668,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,65535,5101,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,30579836,8,10,2862,4498,1859,0,357.75,694.767124397,1460,0,449.8,659.1290212596,240.6814738967,0.5886231699,1798813.88235294,3872725.99426689,9994114,49,20602032,2943147.42857143,4765843.38998527,10029858,161,30543854,3393761.55555556,4956282.0685813,10029997,49,0,0,0,0,172,236,0.2616102977,0.3270128721,0,1859,387.3684210526,644.8521975811,415834.356725146,0,0,0,1,0,0,0,0,1,408.8888888889,357.75,449.8,172,0,0,0,0,0,0,8,2862,10,4498,8192,69,7,20,403267.5,519756.718190828,770791,35744,9897748.5,136281.397044864,9994114,9801383,BENIGN
80,1334080,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,8715.369393,7.495802351,148231.1111,440601.0924,1323135,17,10123,5061.5,7078.845986,10067,56,1334028,222338.0,539293.9296,1323135,17,0,0,0,0,72,152,2.248740705,5.247061645,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,23682,2,2,70,306,35,35,35.0,0.0,153,153,153.0,0.0,15877.0374123807,168.9046533232,7894.0,13629.5272111691,23632,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,40,40,84.4523266616,84.4523266616,35,153,82.2,64.6312617856,4177.2,0,0,0,0,0,0,0,0,1,102.75,35.0,153.0,40,0,0,0,0,0,0,2,70,2,306,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5066810,21,26,1339,36132,456,0,63.7619047619,138.5084491148,2920,0,1389.6923076923,856.4849920101,7395.3828937734,9.2760533748,110148.043478261,627032.396772747,4248219,1,5066810,253340.5,945645.711559066,4248219,3,789026,31561.04,86284.8235943417,339102,63,0,0,0,0,432,532,4.144619593,5.1314337818,0,2920,780.6458333333,919.8637153817,846149.254875887,0,0,0,1,0,0,0,0,1,797.2553191489,63.7619047619,1389.6923076923,432,0,0,0,0,0,0,21,1339,26,36132,8192,127,20,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,227094,14,8,1934,4160,1368,0,138.1428571429,361.7865620549,2836,0,520.0,977.2347283461,26834.70281029,96.8761834306,10814.0,15586.1642234387,37698,0,227094,17468.7692307692,19839.5053288208,53421,1,181706,25958.0,29376.3231361585,73280,171,0,0,0,0,460,264,61.648480365,35.2277030657,0,2836,264.9565217391,646.7471388882,418281.861660079,0,0,0,1,0,0,0,0,0,277.0,138.1428571429,520.0,460,0,0,0,0,0,0,14,1934,8,4160,65535,362,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,124464,9,7,1570,2814,1093,0,174.4444444444,356.6697040369,2393,0,402.0,885.5973501918,35223.0363799974,128.5512276642,8297.6,11536.7048823682,24726,1,100079,12509.875,12903.752847663,25254,1,100848,16808.0,19582.2853926706,48477,3,0,0,0,0,300,232,72.3100655611,56.2411621031,0,2393,257.8823529412,612.2679032042,374871.985294118,0,0,0,1,0,0,0,0,0,274.0,174.4444444444,402.0,300,0,0,0,0,0,0,9,1570,7,2814,65535,66,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,72180,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41.5627597672,36090.0,16585.8966595117,47818,24362,72180,36090.0,16585.8966595117,47818,24362,0,0.0,0.0,0,0,0,0,0,0,96,0,41.5627597672,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53016,67,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,179104.47761194,29850.7462686567,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14925.3731343284,14925.3731343284,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,154,2,2,116,180,58,58,58.0,0.0,90,90,90.0,0.0,1922077.92207792,25974.025974026,51.3333333333,83.7157890325,148,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12987.012987013,12987.012987013,58,90,70.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,88.5,58.0,90.0,64,0,0,0,0,0,0,2,116,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23770,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,4964.2406394615,84.1396718553,23770.0,0.0,23770,23770,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.0698359276,42.0698359276,51,67,56.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60931,2,2,84,148,42,42,42.0,0.0,74,74,74.0,0.0,3807.5856296467,65.6480280974,20310.3333333333,35173.3330995704,60925,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,32.8240140487,32.8240140487,42,74,54.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,68.5,42.0,74.0,40,0,0,0,0,0,0,2,84,2,148,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46402,3017,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,10275.1077229035,994.3652635068,1508.5,2129.0985181527,3014,3,3017,1508.5,2129.0985181527,3014,3,0,0.0,0.0,0,0,0,0,0,0,96,0,994.3652635068,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,96,0,0,0,0,0,0,3,31,0,0,939,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5451688,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.733717704,1817229.333,3146780.107,5450818,127,5451688,2725844.0,3853695.188,5450818,870,0,0.0,0.0,0,0,0,0,0,0,104,40,0.550288278,0.183429426,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
443,267843,6,6,356,3782,212,0,59.3333333333,89.2248097037,1460,0,630.3333333333,677.217148828,15449.3490589636,44.8023655649,24349.3636363636,39466.9923664642,85933,23,267843,53568.6,45255.2592501689,88099,40,182324,36464.8,49039.3319560942,94078,90,0,0,0,0,132,132,22.4011827825,22.4011827825,0,1460,318.3076923077,533.9168762731,285067.230769231,0,0,0,1,0,0,0,0,1,344.8333333333,59.3333333333,630.3333333333,132,0,0,0,0,0,0,6,356,6,3782,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,21889426,15,14,891,11738,484,0,59.4,129.4569978244,2920,0,838.4285714286,861.2141442161,576.9452337398,1.3248405874,781765.214285714,2617730.01482297,10002406,4,21889426,1563530.42857143,3606467.87981112,10053461,4,20291769,1560905.30769231,3768405.98390109,10053473,48,0,0,0,0,312,316,0.6852623728,0.6395782146,0,2920,420.9666666667,705.9990956003,498434.722988506,0,0,0,1,0,0,0,0,0,435.4827586207,59.4,838.4285714286,312,0,0,0,0,0,0,15,891,14,11738,8192,79,14,20,152818.5,143915.321854554,254582,51055,9993089.5,13175.5206538489,10002406,9983773,BENIGN
53,512,1,1,85,167,85,85,85.0,0.0,167,167,167.0,0.0,492187.5,3906.25,512.0,0.0,512,512,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1953.125,1953.125,85,167,112.3333333333,47.3427220735,2241.3333333333,0,0,0,0,0,0,0,0,1,168.5,85.0,167.0,32,0,0,0,0,0,0,1,85,1,167,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53004,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.947368421,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.5789473684,52631.5789473684,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,114,16129,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5660845,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.706608289,1886948.333,3267370.684,5659783,188,5660845,2830422.5,4001319.992,5659783,1062,0,0.0,0.0,0,0,0,0,0,0,104,40,0.529956217,0.176652072,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � XSS
80,6451738,4,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.774984973,1612934.5,2424505.27189892,5194131,77,6451738,2150579.33333333,2661388.16762274,5194131,260589,0,0.0,0.0,0,0,0,0,0,0,144,40,0.6199879784,0.1549969946,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,144,0,0,0,0,0,0,4,0,1,0,29200,8192,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23873,2,2,44,182,22,22,22.0,0.0,91,91,91.0,0.0,9466.7616135383,167.5533028945,7957.6666666667,13777.8868602313,23867,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,64,40,83.7766514472,83.7766514472,22,91,49.6,37.7928564679,1428.3,0,0,0,0,0,0,0,0,1,62.0,22.0,91.0,64,0,0,0,0,0,0,2,44,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5993779,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.667358606,1997926.333,3459912.373,5993089,68,5993779,2996889.5,4237265.968,5993089,690,0,0.0,0.0,0,0,0,0,0,0,104,40,0.500518955,0.166839652,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5169439,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.773778354,1723146.333,2983987.243,5168758,127,5169439,2584719.5,3654382.292,5168758,681,0,0.0,0.0,0,0,0,0,0,0,104,40,0.580333765,0.193444588,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
65236,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4380,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,222,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63063.06306,13513.51351,111.0,63.63961031,156,66,222,222.0,0.0,222,222,0,0.0,0.0,0,0,1,0,0,0,64,20,9009.009009,4504.504505,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9928281,9,15,105,188,24,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,29.51165464,2.417336899,431664.3913,1122714.428,3376783,3,6765607,845700.875,1564214.881,3418848,4,9928167,709154.7857,1386083.759,3376783,3,0,0,0,0,296,488,0.906501337,1.510835562,0,34,11.72,12.60132268,158.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
53,118645,1,1,45,252,45,45,45.0,0.0,252,252,252.0,0.0,2503.2660457668,16.8570104092,118645.0,0.0,118645,118645,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,8.4285052046,8.4285052046,45,252,114.0,119.5115057223,14283.0,0,0,0,0,0,0,0,0,1,171.0,45.0,252.0,32,0,0,0,0,0,0,1,45,1,252,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,169,2,2,90,166,45,45,45.0,0.0,83,83,83.0,0.0,1514792.89940828,23668.6390532544,56.3333333333,91.511383627,162,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11834.3195266272,11834.3195266272,45,83,60.2,20.8134571852,433.2,0,0,0,0,0,0,0,0,1,75.25,45.0,83.0,40,0,0,0,0,0,0,2,90,2,166,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118754180,8,5,1370,1292,877,0,171.25,316.1259920619,600,0,258.4,312.4016645282,22.4160530602,0.1094698309,9896181.66666667,22726174.8595052,58607491,4,118754180,16964882.8571429,28407252.8585571,58607491,131838,118622472,29655618.0,33515829.5625672,58739279,2286,1,0,0,0,256,160,0.0673660498,0.0421037811,0,877,218.7857142857,297.3025339672,88388.7967032967,0,1,0,0,1,0,0,0,0,235.6153846154,171.25,258.4,256,0,0,0,0,0,0,8,1370,5,1292,747,105,3,32,765242.0,892781.708217636,1396534,133950,58545382.5,87834.6830386494,58607491,58483274,BENIGN
53,48510,4,2,124,748,31,31,31.0,0.0,374,374,374.0,0.0,17975.6751185323,123.6858379716,9702.0,14031.9063922191,30842,49,30940,10313.3333333333,17778.3468391561,30842,49,49,49.0,0.0,49,49,0,0,0,0,128,64,82.4572253144,41.2286126572,31,374,129.0,167.3668625107,28011.6666666667,0,0,0,0,0,0,0,0,0,150.5,31.0,374.0,128,0,0,0,0,0,0,4,124,2,748,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10272411,9,8,1709,4310,1353,0,189.8888888889,441.8915150929,1581,0,538.75,688.0375301226,585.9383936254,1.6549182076,642025.6875,2442891.04873892,9800368,2,10272406,1284050.75,3442013.89924482,9800368,4,10256147,1465163.85714286,3763958.51528598,10000034,3,0,0,0,0,192,172,0.8761331687,0.7787850389,0,1581,334.3888888889,569.3009272359,324103.545751634,0,0,0,1,0,0,0,0,0,354.0588235294,189.8888888889,538.75,192,0,0,0,0,0,0,9,1709,8,4310,8192,258,8,20,472034.0,0.0,472034,472034,9800368.0,0.0,9800368,9800368,BENIGN
53,23917,1,1,51,187,51,51,51.0,0.0,187,187,187.0,0.0,9951.0808211732,83.622527909,23917.0,0.0,23917,23917,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,41.8112639545,41.8112639545,51,187,96.3333333333,78.5196366098,6165.3333333333,0,0,0,0,0,0,0,0,1,144.5,51.0,187.0,32,0,0,0,0,0,0,1,51,1,187,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,87,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22988.50575,87.0,0.0,87,87,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11494.25287,11494.25287,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,70105,1,1,45,91,45,45,45.0,0.0,91,91,91.0,0.0,1939.9472220241,28.528635618,70105.0,0.0,70105,70105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.264317809,14.264317809,45,91,60.3333333333,26.5581123827,705.3333333333,0,0,0,0,0,0,0,0,1,90.5,45.0,91.0,20,0,0,0,0,0,0,1,45,1,91,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
89,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,31238,2,2,58,430,29,29,29.0,0.0,215,215,215.0,0.0,15621.9988475575,128.0491708816,10412.6666666667,18030.0715565228,31232,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,64.0245854408,64.0245854408,29,215,103.4,101.876395696,10378.8,0,0,0,0,0,0,0,0,1,129.25,29.0,215.0,64,0,0,0,0,0,0,2,58,2,430,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,88,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,136363.636363636,22727.2727272727,88.0,0.0,88,88,88,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0,0,0,40,0,22727.2727272727,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,61230,5,3,587,248,587,0,117.4,262.5143805585,248,0,82.6666666667,143.182866759,13637.1059937939,130.654907725,8747.1428571429,10099.5226195527,26092,101,61230,15307.5,10902.7983105256,26092,412,18923,9461.5,8723.5763594984,15630,3293,0,0,0,0,172,104,81.6593173281,48.9955903969,0,587,92.7777777778,202.6707784671,41075.4444444445,0,0,0,1,0,0,0,0,0,104.375,117.4,82.6666666667,172,0,0,0,0,0,0,5,587,3,248,65535,942,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
